fish_name,tank_volume_m3,fish_count,initial_weight_g,stocking_density_fish_m3,temperature,ph,dissolved_oxygen,ammonia,nitrite,alkalinity,feed_protein_percent,daily_feed_kg,culture_period_days,final_weight_g,final_biomass_kg,survival_rate_percent,fcr
Thai Koi,27.7,3753,72.4,135.49,30.2,7.35,6.2,1.18,0.49,145.5,33.0,6.983,211,146.49,410.85,74.73,1.79
Tilapia,27.7,7875,56.2,284.3,29.7,7.9,4.18,0.09,0.07,86.8,30.8,8.896,105,90.21,621.08,87.43,1.47
Shing,39.7,3001,28.4,75.59,30.5,6.91,5.19,0.99,0.56,73.4,32.7,1.722,159,50.22,113.03,75.0,1.84
Tilapia,13.4,6363,9.2,474.85,25.5,7.3,4.43,0.3,0.99,177.4,27.3,1.095,91,13.77,69.85,79.72,1.44
Mrigal,28.2,1151,29.6,40.82,27.8,7.79,3.63,1.04,0.51,154.8,33.7,0.739,132,39.64,27.69,60.7,1.66
Gulsha,75.8,4036,47.8,53.25,30.6,7.76,4.64,0.31,0.41,78.8,25.9,5.074,119,79.6,284.72,88.63,1.65
Koi,41.9,7820,27.3,186.63,30.5,8.01,4.08,0.3,0.54,100.0,33.8,5.785,132,43.92,263.59,76.74,1.56
Pabda,72.6,4805,48.0,66.18,24.1,7.18,6.44,0.59,0.25,87.9,26.1,6.412,175,82.57,325.21,81.97,1.56
Catla,85.5,4394,13.4,51.39,26.1,7.97,4.34,0.26,0.92,154.4,27.9,1.684,208,24.57,90.58,83.89,1.65
Rohu,68.9,7664,21.0,111.23,24.1,8.47,5.95,0.55,0.8,142.3,29.6,4.651,212,38.2,214.61,73.31,1.78
Pabda,58.9,7196,67.8,122.17,26.2,7.25,5.44,0.85,0.71,149.6,31.2,13.271,215,127.09,690.47,75.5,1.79
Tilapia,23.5,2679,11.4,114.0,25.2,7.95,5.57,0.44,0.55,70.1,32.9,0.785,121,19.8,45.68,86.13,1.27
Common Carp,71.2,9944,58.1,139.66,26.3,6.76,6.95,0.1,0.15,91.0,31.0,14.501,160,101.74,862.72,85.27,1.65
Rohu,8.0,6811,46.2,851.38,31.5,6.75,5.58,0.77,0.71,134.0,27.2,8.811,130,68.97,300.77,64.03,1.86
Magur,43.1,4111,75.3,95.38,24.6,8.17,5.01,0.15,0.89,164.9,32.5,6.191,147,124.98,438.01,85.25,1.48
Mrigal,57.3,3769,69.4,65.78,28.5,7.14,6.92,0.53,0.54,138.5,25.4,7.821,93,90.67,264.43,77.38,1.7
Mrigal,98.4,7097,30.8,72.12,28.4,7.75,5.97,0.61,0.32,111.6,31.7,6.295,240,61.23,367.3,84.53,1.53
Common Carp,12.4,8013,66.8,646.21,29.4,6.89,6.8,0.87,0.29,174.0,28.8,10.438,222,126.89,769.49,75.68,1.9
Silver Carp,84.3,4486,38.4,53.21,30.7,7.95,3.5,0.18,0.4,159.9,32.6,5.082,185,68.08,255.94,83.8,1.69
Catla,51.0,5519,47.4,108.22,27.3,6.72,4.14,0.94,0.98,111.7,27.0,5.677,197,79.67,314.16,71.45,1.73
Tilapia,81.3,3349,46.6,41.19,25.1,8.02,4.11,1.19,0.86,109.3,25.7,2.981,160,86.88,204.17,70.17,1.37
Catla,79.8,5858,67.8,73.41,27.1,8.46,5.33,0.61,0.56,145.4,28.2,11.558,131,98.26,407.99,70.88,1.94
Rohu,87.0,9983,35.8,114.75,28.9,7.19,5.31,0.1,0.94,72.2,34.0,7.112,237,74.01,612.72,82.93,1.65
Silver Carp,42.2,905,51.8,21.45,29.5,6.74,6.87,0.31,0.95,112.7,30.6,0.722,222,101.56,72.74,79.14,1.65
Mrigal,54.1,9527,20.3,176.1,27.6,8.36,4.64,0.31,0.93,72.3,32.5,3.636,127,28.92,196.25,71.22,1.75
Silver Carp,20.4,9485,10.1,464.95,29.4,8.31,3.97,1.18,0.91,78.5,25.6,2.337,119,13.18,74.99,60,1.76
Silver Carp,36.0,4738,24.1,131.61,26.2,7.72,6.36,0.89,0.28,132.9,34.0,2.09,237,50.3,194.61,81.65,1.83
Shing,88.9,7086,17.7,79.71,29.6,6.97,5.76,0.95,0.69,139.0,30.4,2.446,151,31.32,173.15,78.01,1.68
Koi,70.7,4612,53.8,65.23,25.6,6.9,7.18,0.08,0.9,112.0,30.8,3.92,214,111.77,445.91,86.5,1.52
Tilapia,63.4,8270,39.9,130.44,29.6,6.77,5.13,0.63,0.46,148.4,25.3,6.039,186,83.92,567.86,81.82,1.28
Pabda,19.4,1661,57.7,85.62,28.7,8.36,4.4,0.52,0.68,88.7,30.8,2.789,143,89.03,108.1,73.1,1.66
Silver Carp,24.4,7418,44.8,304.02,27.4,7.49,6.41,0.64,0.06,112.9,29.8,9.305,215,84.59,483.96,77.13,1.83
Magur,10.1,3451,73.4,341.68,31.8,6.93,4.56,0.11,0.13,149.3,31.7,4.154,160,128.89,365.31,82.13,1.4
Pabda,37.8,1279,79.8,33.84,28.6,6.78,3.66,0.86,0.22,128.2,34.8,2.96,129,122.63,114.54,73.03,1.85
Mrigal,13.5,4465,63.6,330.74,27.3,8.09,5.36,0.45,0.44,152.8,28.1,4.43,214,117.36,446.67,85.24,1.66
Koi,68.1,3979,71.0,58.43,29.4,6.72,3.57,0.72,0.86,81.1,34.8,6.187,116,102.38,267.92,65.77,1.55
Common Carp,57.2,3066,21.1,53.6,29.7,6.63,7.1,0.44,0.64,85.5,30.8,1.216,220,42.2,101.51,78.45,1.64
Thai Koi,59.8,4629,62.3,77.41,31.4,7.43,4.33,0.36,0.46,111.8,34.9,5.451,136,117.2,495.64,91.36,1.63
Common Carp,62.9,6230,55.1,99.05,29.7,7.08,4.02,0.87,0.81,119.8,32.7,6.762,190,99.27,462.72,74.82,1.66
Shing,41.7,9814,50.2,235.35,29.8,6.6,6.31,0.29,0.46,102.7,27.7,9.164,195,93.54,719.23,78.35,1.47
Catla,74.5,9414,51.9,126.36,29.0,6.95,5.37,0.21,0.53,161.3,34.2,10.553,178,90.95,714.38,83.44,1.59
Magur,12.0,8769,11.1,730.75,25.6,8.37,3.55,0.18,0.88,70.1,34.2,2.064,181,18.36,106.01,65.86,1.56
Mrigal,32.8,6505,21.3,198.32,27.6,6.53,7.49,0.46,0.32,153.7,34.0,2.286,148,35.53,184.62,79.88,1.62
Silver Carp,34.1,6839,54.0,200.56,26.4,6.73,4.49,1.14,0.77,102.2,29.8,10.562,96,68.63,281.62,60,1.8
Koi,95.5,9794,77.0,102.55,27.2,7.29,5.37,0.17,0.25,75.5,34.8,18.929,147,150.18,1366.42,92.9,1.46
Thai Koi,90.2,8433,46.5,93.49,31.4,7.76,5.0,0.81,0.25,141.6,30.7,9.686,203,96.19,681.36,84.0,1.61
Shing,63.4,2838,59.6,44.76,27.3,7.52,4.95,0.77,0.23,72.7,31.6,4.702,132,99.4,239.52,84.91,1.49
Shing,53.0,2196,39.3,41.43,27.6,7.79,6.87,0.79,0.94,165.4,34.6,2.382,201,74.04,126.3,77.68,1.77
Catla,33.9,2622,42.9,77.35,29.5,7.79,7.47,1.02,0.55,172.4,30.4,3.037,136,62.88,110.82,67.22,1.78
Mrigal,94.9,1847,38.2,19.46,25.4,8.3,5.1,0.49,0.35,173.1,29.7,1.115,200,68.89,112.35,88.29,1.71
Shing,94.8,4281,38.7,45.16,31.8,8.07,6.68,0.92,0.95,139.1,28.9,4.887,220,75.97,243.2,74.78,1.82
Pangasius,19.8,8292,60.6,418.79,31.8,6.79,7.06,0.66,0.35,160.7,25.4,13.517,198,123.3,756.16,73.96,1.7
Rohu,87.7,6405,75.9,73.03,25.3,7.49,5.21,1.13,0.35,84.2,31.8,14.487,231,142.65,678.01,74.21,1.8
Shing,55.7,4348,51.7,78.06,29.3,7.5,4.4,0.09,0.27,141.4,25.2,6.272,194,110.91,442.34,91.73,1.46
Magur,46.3,500,18.4,10.8,31.8,7.31,3.64,0.38,0.12,90.9,29.7,0.205,145,31.19,13.03,83.54,1.44
Gulsha,90.3,2272,42.5,25.16,26.4,6.57,4.08,0.25,0.03,157.7,28.1,2.491,110,65.94,125.19,83.57,1.6
Catla,96.8,2968,7.4,30.66,31.7,7.02,6.6,0.29,0.06,148.2,26.0,0.365,225,15.02,39.96,89.65,1.64
Pabda,38.0,2152,12.5,56.63,24.8,6.71,7.17,0.4,0.93,167.4,32.8,0.74,196,22.35,36.95,76.83,1.6
Common Carp,84.4,8720,25.1,103.32,27.8,7.67,4.99,0.16,0.29,91.6,29.9,4.399,91,35.06,281.57,92.1,1.45
Common Carp,28.9,9977,53.4,345.22,25.8,7.91,4.76,0.83,0.54,78.0,30.0,8.418,142,78.93,535.94,68.06,1.9
Magur,32.1,3609,60.4,112.43,25.0,7.41,5.52,0.27,0.88,162.0,26.4,5.493,95,86.86,265.29,84.63,1.68
Tilapia,48.6,4590,24.4,94.44,29.8,7.48,4.04,0.07,0.44,84.7,28.1,3.192,147,51.85,219.56,92.26,1.48
Gulsha,97.0,8490,27.4,87.53,27.3,7.6,5.59,0.6,0.93,126.9,28.9,6.862,195,50.89,330.2,76.43,1.72
Pangasius,53.0,3820,16.2,72.08,31.4,7.98,5.13,0.93,0.03,88.1,34.9,1.108,132,29.49,94.42,83.81,1.57
Common Carp,89.7,4424,13.9,49.32,30.0,8.29,4.53,0.91,0.21,107.3,25.7,1.211,215,27.52,97.83,80.36,1.72
Silver Carp,33.2,8668,45.9,261.08,27.3,8.22,5.09,0.45,0.14,86.6,29.9,6.963,206,87.78,604.16,79.4,1.6
Shing,82.4,4965,73.8,60.25,24.4,6.7,6.07,0.82,0.38,121.3,30.8,7.512,145,127.21,495.42,78.44,1.66
Tilapia,62.3,4110,68.0,65.97,31.3,7.51,5.99,0.85,0.89,90.5,33.4,6.093,234,168.7,560.7,80.87,1.58
Common Carp,40.0,6900,58.1,172.5,28.9,7.13,7.23,0.28,0.48,168.0,28.5,6.775,158,97.32,567.68,84.54,1.59
Silver Carp,28.1,9401,20.8,334.56,26.8,6.51,6.41,0.43,0.85,101.8,25.1,4.889,148,32.27,210.75,69.48,1.95
Tilapia,34.3,4127,5.3,120.32,27.0,7.62,3.9,0.51,0.16,113.0,30.5,0.35,107,8.36,27.09,78.51,1.4
Thai Koi,66.9,6365,31.6,95.14,30.3,7.34,3.86,0.07,0.74,155.6,33.8,4.003,185,57.84,283.68,77.06,1.62
Rohu,60.2,8821,50.6,146.53,31.7,7.23,6.4,0.27,0.85,113.1,29.1,11.605,234,103.74,775.93,84.79,1.71
Mrigal,36.5,1584,41.0,43.4,25.7,7.59,5.59,0.17,0.31,80.1,26.5,1.942,158,73.52,105.75,90.81,1.56
Pabda,7.2,8657,6.1,1202.36,26.7,6.54,4.25,0.71,0.08,87.0,33.8,1.024,135,9.13,55.1,69.72,1.63
Rohu,93.9,8303,57.4,88.42,27.4,7.91,3.83,0.2,0.23,101.1,32.4,9.389,206,111.01,780.07,84.63,1.79
Common Carp,71.5,2098,32.9,29.34,25.2,7.69,7.04,0.93,0.94,71.2,27.5,1.905,145,51.24,83.19,77.38,1.71
Magur,57.1,798,9.4,13.98,31.8,7.02,7.07,0.27,0.24,153.4,29.1,0.113,163,18.51,13.26,89.73,1.48
Rohu,69.0,5661,58.5,82.04,31.9,8.27,5.75,0.91,0.81,163.8,25.4,7.087,181,94.71,389.51,72.65,1.9
Pangasius,34.3,3325,63.3,96.94,31.0,6.92,4.68,1.02,0.93,153.9,26.8,3.452,191,127.49,299.75,70.71,1.57
Magur,97.9,379,74.1,3.87,29.0,6.54,5.05,0.64,0.33,101.0,27.4,0.579,208,145.41,44.67,81.06,1.57
Silver Carp,44.0,6878,75.0,156.32,26.2,7.09,5.3,0.47,0.46,165.7,33.8,7.841,236,151.43,859.9,82.56,1.69
Gulsha,58.5,7311,39.8,124.97,30.2,8.18,7.5,0.79,0.4,174.9,30.4,5.267,149,64.66,391.16,82.74,1.74
Gulsha,37.2,5291,35.6,142.23,31.8,7.08,7.36,0.49,0.76,172.1,27.2,5.029,146,59.21,255.27,81.48,1.64
Thai Koi,62.6,1145,8.7,18.29,29.6,7.34,5.95,0.72,0.24,76.6,31.4,0.254,106,13.57,13.29,85.58,1.39
Rohu,7.6,7806,64.6,1027.11,26.3,7.79,6.94,0.15,0.06,83.0,31.6,9.43,185,110.62,720.61,83.45,1.75
Pabda,79.8,3188,26.6,39.95,29.5,7.0,6.44,0.72,0.38,149.8,25.9,2.281,118,39.64,105.21,83.25,1.49
Catla,46.6,5836,48.1,125.24,31.3,7.67,4.27,0.23,0.68,112.3,28.6,7.888,203,91.06,449.63,84.61,1.72
Silver Carp,76.0,5300,69.6,69.74,28.3,7.08,6.75,0.93,0.67,165.9,30.6,10.845,237,133.24,524.4,74.26,1.72
Gulsha,34.7,5468,37.9,157.58,27.9,6.72,3.84,0.4,0.84,101.8,26.7,5.326,111,54.42,190.92,64.16,1.6
Magur,82.0,388,27.5,4.73,31.4,7.99,3.82,0.76,0.79,92.8,29.1,0.245,222,51.95,13.67,67.8,1.62
Mrigal,34.9,9406,19.8,269.51,26.4,8.2,6.46,0.52,0.12,151.5,25.4,4.06,152,31.54,230.42,77.66,1.79
Common Carp,28.6,636,19.0,22.24,31.8,7.57,4.34,0.06,0.88,163.9,26.9,0.358,208,37.29,20.08,84.66,1.65
Mrigal,75.6,2006,56.1,26.53,26.6,7.73,5.33,0.51,0.15,109.7,33.5,2.048,214,105.34,180.79,85.56,1.56
Gulsha,5.1,2149,19.5,421.37,24.4,7.21,4.63,1.04,0.5,75.2,29.9,0.641,153,31.61,45.23,66.59,1.69
Common Carp,6.4,7224,59.3,1128.75,24.5,7.49,4.1,0.69,0.05,134.3,33.4,10.067,231,118.23,646.92,75.74,1.7
Mrigal,98.2,6950,22.2,70.77,29.9,6.95,6.29,1.09,0.06,171.9,32.4,2.777,115,31.13,159.05,73.52,1.77
Koi,57.3,2094,10.5,36.54,28.5,8.44,3.93,0.26,0.94,116.5,25.8,0.543,178,19.65,30.42,73.93,1.74
Silver Carp,10.7,9685,42.7,905.14,28.1,8.29,3.81,0.59,0.77,128.7,29.6,11.166,136,57.03,331.4,60,1.89
Koi,16.4,660,75.1,40.24,30.5,7.94,6.62,0.85,0.06,81.1,30.4,1.15,240,169.42,96.08,85.92,1.52
Shing,7.4,4699,62.8,635.0,30.8,7.7,5.99,0.29,0.62,174.9,26.0,4.81,106,96.91,354.4,77.83,1.7
Pabda,8.4,6731,70.6,801.31,30.4,7.06,3.57,1.07,0.51,175.8,32.5,12.783,156,102.19,412.7,60,1.64
Rohu,72.0,4385,35.4,60.9,25.8,6.86,5.3,0.15,0.97,159.3,26.4,3.601,223,67.52,254.86,86.08,1.67
Gulsha,21.1,2821,11.7,133.7,26.3,8.2,5.43,0.74,0.35,159.9,34.9,0.505,238,24.17,57.46,84.29,1.74
Catla,32.0,2556,18.2,79.88,24.7,6.69,3.83,0.88,0.26,92.5,29.0,1.056,112,26.3,47.85,71.19,1.82
Magur,34.6,5117,65.3,147.89,28.4,8.08,4.09,0.13,0.43,87.4,28.2,6.482,97,97.42,459.46,92.17,1.63
Rohu,40.5,2486,34.8,61.38,24.5,7.05,5.15,0.21,0.09,92.3,29.5,1.851,235,73.73,171.87,93.77,1.57
Tilapia,52.7,979,27.1,18.58,31.1,7.2,5.24,0.45,0.69,101.9,29.0,0.467,131,49.53,41.36,85.3,1.34
Koi,70.7,6661,49.3,94.21,30.4,7.9,4.39,1.06,0.35,138.3,28.6,7.257,194,92.58,455.03,73.79,1.5
Gulsha,53.8,3235,67.3,60.13,25.9,6.65,4.42,0.77,0.03,97.2,33.2,5.813,204,130.07,321.26,76.35,1.62
Catla,30.7,1306,57.1,42.54,30.9,6.8,4.96,0.09,0.28,152.6,25.6,2.192,107,86.63,103.05,91.08,1.68
Koi,70.8,1705,22.3,24.08,31.8,7.39,6.14,0.41,0.82,102.6,34.0,0.73,103,36.29,52.29,84.51,1.6
Koi,9.2,4326,9.8,470.22,31.2,7.41,6.28,1.17,0.41,103.7,25.8,0.712,212,19.35,58.6,70.0,1.79
Tilapia,20.5,7972,17.2,388.88,31.7,6.64,3.69,0.06,0.17,158.6,31.3,3.058,120,30.16,182.72,76.0,1.52
Common Carp,75.0,465,13.3,6.2,24.1,7.38,4.74,0.44,0.14,92.4,28.1,0.125,151,22.76,9.6,90.74,1.69
Gulsha,9.6,993,17.7,103.44,24.5,7.98,6.45,1.08,0.12,136.9,26.4,0.459,115,25.03,18.82,75.73,1.65
Koi,32.0,9891,41.7,309.09,30.8,8.45,3.77,0.53,0.79,132.5,28.1,10.724,210,72.92,432.76,60,1.73
Magur,41.3,4613,77.7,111.69,24.9,8.02,6.79,0.63,0.7,161.9,25.6,10.0,123,119.73,431.14,78.06,1.74
Magur,22.2,1220,21.6,54.95,27.0,6.76,3.97,0.89,0.5,85.8,28.1,0.532,142,36.08,30.86,70.1,1.73
Gulsha,92.4,4144,48.3,44.85,26.6,7.05,4.76,0.85,0.27,127.2,26.2,5.064,186,86.49,291.03,81.2,1.46
Pabda,51.4,7029,18.0,136.75,26.1,7.54,6.77,1.17,0.61,176.5,25.8,1.961,226,32.72,156.24,67.93,1.7
Koi,74.9,1554,38.6,20.75,29.1,8.27,4.08,0.12,0.94,116.3,32.2,1.506,174,72.32,90.34,80.38,1.35
Pangasius,89.8,672,28.9,7.48,24.9,8.34,5.36,0.56,0.27,114.1,26.5,0.548,155,56.14,31.25,82.83,1.33
Mrigal,65.1,5144,23.5,79.02,31.0,6.96,4.97,0.19,0.94,78.0,31.0,3.385,131,35.06,147.75,81.93,1.6
Magur,49.5,7871,78.7,159.01,28.8,7.14,5.66,0.48,0.67,146.1,30.7,18.46,100,113.02,695.21,78.15,1.58
Common Carp,97.5,2118,56.1,21.72,30.0,6.56,5.65,0.12,0.57,158.2,34.5,2.103,146,95.31,156.72,77.64,1.66
Rohu,93.6,2116,68.2,22.61,28.2,8.22,6.32,0.5,0.1,127.9,31.2,2.194,185,127.94,231.79,85.62,1.55
Mrigal,99.6,2693,13.8,27.04,26.8,7.7,5.94,0.71,0.11,75.0,29.9,0.884,198,25.35,56.5,82.77,1.52
Thai Koi,39.1,3181,20.2,81.36,29.0,6.55,4.76,0.9,0.79,169.5,32.8,1.433,114,30.6,69.97,71.89,1.65
Gulsha,51.1,8853,73.6,173.25,29.8,6.79,5.1,0.37,0.46,137.3,31.7,9.774,157,123.0,834.32,76.62,1.52
Rohu,66.0,1527,52.2,23.14,29.1,7.42,3.72,0.91,0.52,129.1,25.7,2.343,172,80.14,85.55,69.91,1.71
Silver Carp,34.0,8915,42.9,262.21,29.4,8.01,4.18,1.01,0.33,140.3,34.8,10.709,223,74.52,446.5,67.21,1.85
Pangasius,18.9,2922,63.6,154.6,30.5,6.68,6.83,1.12,0.3,152.8,25.4,3.401,208,119.6,222.37,63.63,1.67
Shing,85.4,3227,63.7,37.79,28.0,8.05,4.64,0.7,0.47,119.4,34.8,4.008,240,136.53,365.63,82.99,1.56
Silver Carp,67.6,2683,66.5,39.69,24.1,6.69,7.48,0.84,0.33,90.4,26.4,2.801,128,103.76,219.75,78.94,1.65
Shing,53.3,1135,5.9,21.29,24.6,7.34,5.97,0.87,0.95,165.6,25.4,0.13,232,11.95,10.2,75.25,1.82
Tilapia,74.1,6506,10.8,87.8,25.4,6.6,5.72,0.21,0.36,92.0,32.8,1.504,99,17.53,103.89,91.11,1.3
Catla,12.1,1552,18.3,128.26,29.4,7.02,7.19,0.26,0.66,145.5,25.2,0.44,144,29.91,37.91,81.67,1.8
Mrigal,9.5,7171,28.2,754.84,31.2,6.51,4.54,0.95,0.41,110.5,34.2,3.337,226,51.33,270.75,73.56,1.93
Pabda,72.9,5601,61.3,76.83,26.6,7.12,5.0,0.41,0.41,139.7,30.7,9.476,161,111.31,573.39,91.97,1.58
Mrigal,70.6,8550,57.5,121.1,24.8,7.1,3.73,0.28,0.09,117.6,28.8,14.65,115,82.74,606.16,85.69,1.78
Tilapia,23.6,8871,50.5,375.89,25.6,7.63,7.04,0.94,0.8,147.5,27.5,13.081,106,79.95,516.4,72.81,1.64
Koi,54.8,4390,24.9,80.11,26.0,6.76,4.79,0.58,0.7,96.5,32.1,1.738,184,45.51,144.1,72.13,1.58
Pabda,92.6,5967,79.4,64.44,29.0,7.91,4.0,0.97,0.83,175.1,34.1,7.817,162,139.69,644.09,77.27,1.62
Magur,53.1,6365,77.7,119.87,30.9,8.18,6.9,0.08,0.77,77.9,27.8,11.474,132,132.29,703.0,83.49,1.7
Gulsha,81.0,8915,16.1,110.06,25.9,8.31,4.9,1.16,0.34,92.4,28.5,3.761,162,27.32,170.4,69.97,1.76
Pangasius,73.1,2438,42.5,33.35,26.7,7.12,4.58,0.64,0.58,147.8,25.8,2.653,198,89.0,171.21,78.91,1.48
Gulsha,73.8,3881,28.9,52.59,31.0,7.43,6.24,0.78,0.91,128.6,33.9,2.131,167,48.88,146.44,77.2,1.87
Magur,83.5,9131,45.9,109.35,24.7,7.34,5.0,0.39,0.38,73.2,33.2,10.729,218,102.5,836.37,89.36,1.53
Gulsha,76.6,4450,64.3,58.09,24.2,7.01,4.4,0.41,0.99,97.0,32.5,4.349,94,91.0,335.25,82.79,1.66
Catla,11.4,342,73.9,30.0,28.3,8.22,4.33,0.23,0.24,73.7,33.9,0.728,187,136.35,40.62,87.1,1.69
Koi,15.1,8075,24.6,534.77,29.3,7.76,6.12,0.78,0.96,81.0,29.3,3.317,141,40.3,225.01,69.15,1.69
Pangasius,38.6,8078,52.3,209.27,26.4,7.93,5.32,0.27,0.02,170.3,28.6,9.928,235,124.62,866.23,86.05,1.59
Tilapia,26.1,6222,14.8,238.39,25.6,7.62,7.44,0.74,0.3,87.6,33.4,2.146,142,28.64,140.74,78.97,1.6
Common Carp,30.4,4521,32.5,148.72,24.7,6.56,5.97,0.21,0.3,89.2,27.8,3.82,209,65.67,251.65,84.76,1.73
Tilapia,11.0,8063,8.7,733.0,25.9,6.91,5.42,1.1,0.36,93.5,33.9,1.831,92,13.01,74.9,71.39,1.36
Tilapia,22.8,2974,80.0,130.44,26.6,8.26,6.94,0.82,0.07,164.1,30.1,5.567,165,160.7,390.22,81.65,1.24
Tilapia,58.8,1124,34.9,19.12,27.6,8.49,4.63,1.11,0.85,168.1,31.2,0.796,130,55.7,41.47,66.24,1.57
Rohu,68.1,7500,54.3,110.13,24.4,6.7,6.3,0.94,0.7,163.4,25.6,11.484,206,94.42,514.2,72.61,1.84
Rohu,61.9,9277,23.3,149.87,28.3,8.18,6.95,0.7,0.73,133.9,32.8,5.404,196,41.41,298.83,77.78,1.84
Shing,33.2,7411,20.0,223.22,30.3,6.96,3.93,0.54,0.35,71.9,28.4,3.513,191,34.58,174.92,68.25,1.58
Tilapia,84.3,7507,21.1,89.05,24.9,8.2,5.58,0.2,0.05,73.8,26.6,4.609,93,35.1,251.91,95.59,1.43
Shing,7.6,8660,37.5,1139.47,25.7,7.03,6.55,0.95,0.39,112.6,27.2,7.469,238,80.53,545.15,78.17,1.8
Koi,84.7,2860,36.2,33.77,26.1,7.53,4.06,1.09,0.15,177.3,34.9,2.009,229,74.18,157.62,74.29,1.59
Gulsha,70.8,9401,32.8,132.78,31.4,7.0,5.95,1.2,0.53,99.4,35.0,9.004,116,45.19,291.39,68.59,1.67
Mrigal,60.2,6742,39.2,111.99,28.0,7.18,4.49,0.59,0.05,106.9,33.1,7.585,204,74.67,427.06,84.83,1.76
Pangasius,78.2,9073,20.0,116.02,28.6,7.84,7.29,0.88,0.05,140.3,28.4,2.885,126,36.63,280.5,84.41,1.51
Pabda,15.5,8296,16.4,535.23,30.7,6.92,7.35,0.98,0.04,158.8,28.9,3.361,204,31.61,193.42,73.76,1.79
Pangasius,34.6,2823,35.3,81.59,26.9,6.72,6.78,0.24,0.55,139.9,29.7,2.023,124,63.66,144.42,80.36,1.32
Magur,80.6,4410,5.7,54.71,31.0,7.49,6.62,1.15,0.11,84.0,32.8,0.553,122,8.4,28.3,76.39,1.63
Koi,90.8,541,24.0,5.96,30.6,7.57,6.8,1.15,0.11,162.2,27.3,0.262,222,48.99,19.96,75.32,1.75
Silver Carp,48.0,2975,8.5,61.98,31.0,7.55,5.69,0.35,0.08,72.9,30.7,0.756,134,13.53,36.05,89.56,1.71
Catla,92.1,5566,26.9,60.43,29.7,7.91,4.55,0.78,0.9,176.5,34.0,4.402,101,38.0,156.92,74.2,1.84
Pabda,51.8,3295,29.3,63.61,28.7,8.25,4.21,0.52,0.59,112.0,31.6,2.819,137,45.92,104.67,69.17,1.73
Rohu,59.6,3827,75.4,64.21,30.9,7.57,6.53,0.27,0.64,94.2,35.0,5.338,237,145.47,475.34,85.38,1.52
Rohu,22.2,1910,44.1,86.04,30.4,7.23,4.11,1.08,0.32,92.0,29.0,1.744,167,75.37,109.98,76.4,1.91
Pangasius,8.3,2089,35.2,251.69,27.1,6.89,5.79,0.97,0.77,108.7,33.4,1.279,229,74.37,108.25,69.68,1.71
Shing,75.9,7040,78.4,92.75,28.4,7.3,5.96,0.53,0.49,164.2,25.4,13.964,136,134.43,777.16,82.12,1.53
Magur,26.7,5680,18.0,212.73,27.8,8.44,6.69,0.06,0.62,85.7,25.8,1.82,187,31.17,126.79,71.61,1.74
Koi,43.2,553,51.1,12.8,25.1,7.58,4.69,0.16,0.23,132.8,30.7,0.48,182,102.4,52.62,92.92,1.56
Pangasius,98.8,5598,23.0,56.66,24.7,6.62,4.57,0.26,0.15,153.8,32.0,2.433,240,58.08,281.54,86.6,1.44
Gulsha,49.6,9234,17.6,186.17,24.4,7.63,5.41,0.77,0.44,82.3,33.7,3.852,224,33.58,239.83,77.35,1.72
Rohu,84.8,2833,76.8,33.41,27.0,7.04,4.19,0.06,0.46,87.2,31.3,5.679,127,116.89,311.17,93.97,1.58
Gulsha,40.0,6819,38.1,170.47,24.3,8.33,5.7,0.97,0.38,130.5,29.3,4.676,217,68.07,331.92,71.51,1.75
Pangasius,48.1,979,17.9,20.35,27.1,7.64,6.76,0.47,0.53,89.1,25.6,0.424,181,38.68,32.63,86.16,1.44
Silver Carp,67.9,8397,43.9,123.67,25.7,6.93,7.0,0.57,0.49,128.0,28.5,10.285,179,76.42,535.87,83.51,1.68
Gulsha,7.6,3695,46.5,486.18,26.8,7.19,4.21,0.36,0.57,136.7,26.9,4.605,104,66.21,187.96,76.83,1.88
Pangasius,89.1,9123,72.2,102.39,25.1,6.58,4.13,0.67,0.29,76.6,31.1,16.862,113,118.68,886.45,81.87,1.48
Silver Carp,50.7,4669,10.5,92.09,31.1,7.66,3.97,1.14,0.26,73.0,27.2,1.211,145,15.41,47.15,65.52,1.87
Rohu,70.3,1327,6.0,18.88,28.8,8.15,5.39,0.58,0.86,165.0,27.5,0.208,223,10.73,11.22,78.82,1.69
Common Carp,85.4,6472,65.7,75.78,30.8,7.37,6.48,0.65,0.34,105.7,29.1,7.356,222,133.19,722.71,83.84,1.49
Magur,95.9,8603,6.6,89.71,26.5,6.88,7.16,0.12,0.72,143.1,33.3,1.278,139,11.35,80.37,82.31,1.54
Rohu,77.4,6520,60.0,84.24,28.5,7.05,4.83,0.95,0.18,110.5,34.7,11.227,135,91.71,512.9,85.78,1.76
Mrigal,42.6,7042,67.4,165.31,24.5,6.99,4.9,0.22,0.92,76.7,30.7,8.354,137,102.33,542.27,75.25,1.77
Common Carp,58.8,4242,11.5,72.14,26.8,6.54,4.84,0.59,0.98,127.8,27.1,1.078,213,20.48,64.08,73.77,1.87
Koi,92.1,2096,60.9,22.76,28.5,7.61,6.91,0.21,0.73,142.3,32.7,3.421,98,88.47,155.15,83.67,1.39
Catla,47.2,5578,45.0,118.18,24.6,8.15,6.4,0.84,0.72,114.0,27.2,4.368,137,66.95,276.34,74.0,1.89
